序号,时间,0#AD转换器电压[X轴](V),0#AD转换器电压[Y轴](V),1#振镜温度[X轴](℃),1#振镜温度[Y轴](℃),0#AGC电流[X轴](mA),0#AGC电流[Y轴](mA),0#DSP核心电压[X轴](V),0#DSP核心电压[Y轴](V),0#DSP端口电压[X轴](V),0#DSP端口电压[Y轴](V),0#模拟电压[X轴](V),0#模拟电压[Y轴](V),0#伺服温度[X轴](℃),0#伺服温度[Y轴](℃),0#输出电流[X轴](mA),0#输出电流[Y轴](mA),0#振镜温度[X轴](℃),0#振镜温度[Y轴](℃),0#功率[X轴](W),0#功率[Y轴](W),1#DSP核心电压[X轴](V),1#DSP核心电压[Y轴](V),1#DSP端口电压[X轴](V),1#DSP端口电压[Y轴](V),1#功率[X轴](W),1#功率[Y轴](W),1#伺服温度[X轴](℃),1#伺服温度[Y轴](℃),1#模拟电压[X轴](V),1#模拟电压[Y轴](V),1#AD转换器电压[X轴](V),1#AD转换器电压[Y轴](V),1#输出电流[X轴](mA),1#输出电流[Y轴](mA),1#AGC电流[X轴](mA),1#AGC电流[Y轴](mA)
16104,2025/1/22 19:35:52,5.05,5.1,43.9,43.8,51,52,1.9,1.93,3.32,3.38,9.1,9.23,41.7,38.0,13,-35,44.0,44.0,6.42,6.6,1.94,1.9,3.37,3.29,6.12,6.13,40.2,41.5,9.27,9.08,5.11,5.04,28,-16,46,47
16105,2025/1/22 19:35:53,5.06,5.09,43.9,43.9,51,52,1.91,1.94,3.32,3.38,9.09,9.22,41.7,38.0,6,11,43.9,44.0,6.42,6.58,1.94,1.9,3.37,3.29,6.12,6.1,40.1,41.5,9.21,9.07,5.1,5.04,50,-25,46,47
16106,2025/1/22 19:35:53,5.06,5.1,43.9,43.9,51,52,1.9,1.93,3.32,3.38,9.1,9.23,41.7,38.0,-16,17,43.9,44.0,6.42,6.58,1.94,1.9,3.37,3.3,6.11,6.05,40.0,41.5,9.22,9.07,5.09,5.05,2,-4,46,47
16107,2025/1/22 19:35:54,5.05,5.09,43.9,43.9,51,52,1.9,1.94,3.32,3.38,9.09,9.23,41.6,38.0,11,-7,43.9,44.0,6.42,6.59,1.94,1.9,3.36,3.3,6.15,6.11,39.9,41.5,9.25,9.07,5.11,5.04,-20,21,46,47
16108,2025/1/22 19:35:54,5.06,5.1,43.9,43.9,51,52,1.9,1.93,3.32,3.38,9.1,9.23,41.6,38.0,-11,0,43.9,44.0,6.41,6.58,1.94,1.9,3.37,3.3,6.21,6.12,39.8,41.5,9.22,9.08,5.11,5.05,5,14,46,47
16109,2025/1/22 19:35:55,5.06,5.1,43.9,43.9,51,52,1.9,1.93,3.32,3.38,9.1,9.23,41.5,38.0,1,-5,43.9,44.0,6.42,6.58,1.94,1.9,3.37,3.29,6.17,6.11,39.7,41.5,9.23,9.07,5.1,5.04,33,4,46,47
16110,2025/1/22 19:35:55,5.05,5.1,43.9,43.9,51,52,1.9,1.94,3.32,3.38,9.1,9.22,41.5,37.9,11,7,43.9,44.0,6.42,6.59,1.94,1.9,3.37,3.3,6.2,6.13,39.7,41.4,9.24,9.07,5.1,5.05,-9,-5,46,47
16111,2025/1/22 19:35:56,5.06,5.1,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.09,9.23,41.4,38.0,26,-1,44.0,44.0,6.42,6.59,1.94,1.9,3.37,3.29,6.19,6.1,39.6,41.5,9.25,9.07,5.11,5.05,-3,11,46,47
16112,2025/1/22 19:35:57,5.05,5.09,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.09,9.24,41.4,38.0,10,10,43.9,43.9,6.42,6.58,1.94,1.9,3.37,3.29,6.16,6.12,39.6,41.5,9.26,9.07,5.11,5.05,15,19,46,47
16113,2025/1/22 19:35:57,5.05,5.09,43.9,44.0,51,52,1.91,1.93,3.32,3.38,9.09,9.23,41.3,38.0,1,-8,43.9,43.9,6.43,6.58,1.94,1.91,3.37,3.29,6.17,6.12,39.5,41.5,9.26,9.08,5.09,5.05,19,-2,46,47
16114,2025/1/22 19:35:58,5.05,5.09,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.09,9.23,41.2,38.0,-20,-7,43.9,43.9,6.41,6.58,1.94,1.9,3.37,3.3,6.17,6.1,39.5,41.4,9.23,9.07,5.12,5.03,0,-5,46,47
16115,2025/1/22 19:35:58,5.06,5.09,43.9,44.0,51,52,1.91,1.93,3.32,3.38,9.1,9.23,41.1,37.9,-8,-1,43.9,43.9,6.42,6.59,1.94,1.91,3.36,3.3,6.17,6.11,39.4,41.4,9.22,9.07,5.11,5.04,13,27,46,47
16116,2025/1/22 19:35:59,5.06,5.1,43.9,44.0,51,52,1.91,1.94,3.32,3.38,9.1,9.23,41.0,37.9,8,-17,43.9,43.9,6.42,6.59,1.94,1.9,3.37,3.29,6.2,6.11,39.4,41.5,9.22,9.08,5.1,5.05,-11,5,46,47
16117,2025/1/22 19:35:59,5.06,5.09,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.1,9.23,40.9,37.9,16,-9,43.9,43.9,6.42,6.6,1.94,1.91,3.37,3.3,6.2,6.13,39.3,41.4,9.25,9.07,5.1,5.05,35,-1,46,47
16118,2025/1/22 19:36:00,5.06,5.1,43.9,44.0,51,52,1.9,1.94,3.32,3.38,9.1,9.23,40.8,38.0,-33,-22,43.9,43.9,6.42,6.58,1.94,1.91,3.37,3.3,6.16,6.12,39.3,41.4,9.24,9.08,5.1,5.05,-10,0,46,47
16119,2025/1/22 19:36:00,5.06,5.09,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.09,9.24,40.8,37.9,-10,14,43.9,43.9,6.41,6.58,1.95,1.9,3.37,3.29,6.21,6.11,39.2,41.4,9.27,9.08,5.11,5.05,-16,-5,46,47
16120,2025/1/22 19:36:01,5.05,5.1,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.09,9.23,40.7,38.0,6,-15,43.9,43.9,6.42,6.59,1.94,1.91,3.37,3.29,6.15,6.11,39.2,41.4,9.22,9.08,5.1,5.04,4,-10,46,47
16121,2025/1/22 19:36:01,5.06,5.09,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.1,9.24,40.7,37.9,23,-1,43.9,43.9,6.42,6.58,1.94,1.9,3.37,3.29,6.16,6.06,39.2,41.4,9.22,9.07,5.1,5.05,13,10,46,47
16122,2025/1/22 19:36:02,5.06,5.1,44.0,44.0,51,52,1.9,1.93,3.32,3.38,9.1,9.23,40.6,37.9,9,-5,43.9,43.9,6.42,6.6,1.94,1.9,3.37,3.29,6.17,6.12,39.1,41.4,9.22,9.08,5.09,5.05,2,10,46,47
16123,2025/1/22 19:36:02,5.06,5.1,44.0,44.0,51,52,1.9,1.94,3.32,3.38,9.1,9.23,40.5,37.9,3,24,43.9,43.9,6.42,6.58,1.94,1.91,3.37,3.29,6.16,6.13,39.1,41.5,9.23,9.07,5.09,5.04,36,-6,46,47
16124,2025/1/22 19:36:03,5.06,5.1,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.09,9.22,40.5,37.9,0,-17,43.9,43.9,6.43,6.58,1.95,1.9,3.37,3.29,6.18,6.11,39.1,41.4,9.26,9.08,5.1,5.05,-14,-22,46,47
16125,2025/1/22 19:36:03,5.06,5.09,43.9,44.0,51,52,1.9,1.94,3.32,3.38,9.1,9.23,40.5,37.9,-41,-11,43.9,43.9,6.42,6.59,1.95,1.91,3.37,3.29,6.16,6.12,39.0,41.4,9.23,9.08,5.11,5.04,4,1,46,47
16126,2025/1/22 19:36:04,5.06,5.09,44.0,44.0,51,52,1.91,1.93,3.32,3.38,9.1,9.23,40.4,37.9,-8,12,43.9,43.9,6.43,6.58,1.94,1.91,3.37,3.3,6.21,6.11,39.0,41.4,9.26,9.08,5.1,5.05,12,-15,46,47
16127,2025/1/22 19:36:04,5.06,5.09,43.9,44.0,51,52,1.91,1.93,3.32,3.38,9.09,9.23,40.4,37.9,-6,-14,43.9,43.9,6.42,6.58,1.94,1.91,3.37,3.29,6.19,6.1,39.0,41.4,9.24,9.08,5.1,5.05,5,-5,46,47
16128,2025/1/22 19:36:05,5.06,5.1,44.0,44.0,51,52,1.9,1.93,3.31,3.38,9.09,9.23,40.3,37.9,26,1,43.9,43.9,6.42,6.59,1.95,1.9,3.37,3.29,6.11,6.1,39.0,41.4,9.23,9.08,5.1,5.04,40,12,46,47
16129,2025/1/22 19:36:05,5.05,5.1,44.0,44.0,51,52,1.9,1.94,3.32,3.38,9.1,9.23,40.3,37.9,12,-5,43.9,43.9,6.43,6.58,1.94,1.91,3.37,3.29,6.21,6.1,38.9,41.4,9.23,9.07,5.1,5.05,45,-35,46,47
16130,2025/1/22 19:36:06,5.06,5.09,44.0,44.0,51,52,1.9,1.94,3.32,3.38,9.1,9.23,40.3,37.9,20,-2,43.9,43.9,6.42,6.58,1.94,1.91,3.36,3.29,6.17,6.11,38.9,41.4,9.23,9.08,5.1,5.05,-21,-12,46,47
16131,2025/1/22 19:36:06,5.05,5.1,44.0,44.0,51,52,1.9,1.93,3.32,3.38,9.1,9.22,40.2,37.9,-1,-9,43.9,43.9,6.42,6.58,1.94,1.91,3.37,3.29,6.17,6.1,38.9,41.4,9.23,9.07,5.12,5.04,-27,-4,46,47
16132,2025/1/22 19:36:07,5.05,5.09,44.0,44.0,51,52,1.9,1.93,3.32,3.38,9.1,9.23,40.2,37.9,3,1,43.9,44.0,6.42,6.59,1.94,1.91,3.37,3.29,6.16,6.05,38.9,41.4,9.23,9.07,5.1,5.05,-43,-1,46,47
16133,2025/1/22 19:36:08,5.05,5.1,44.0,44.0,51,52,1.9,1.94,3.32,3.38,9.1,9.23,40.2,37.9,-28,-10,43.9,44.0,6.42,6.58,1.94,1.91,3.36,3.3,6.16,6.14,38.8,41.4,9.22,9.07,5.1,5.04,11,14,46,47
16134,2025/1/22 19:36:08,5.06,5.09,43.9,44.0,51,52,1.9,1.93,3.32,3.38,9.09,9.22,40.2,37.9,-45,10,44.0,44.0,6.43,6.59,1.94,1.9,3.37,3.29,6.12,6.09,38.8,41.4,9.22,9.07,5.11,5.05,-20,10,46,47
16135,2025/1/22 19:36:09,5.06,5.1,44.0,44.0,51,52,1.9,1.94,3.32,3.38,9.1,9.23,40.1,37.9,-15,-17,44.0,44.0,6.42,6.58,1.94,1.9,3.37,3.3,6.17,6.13,38.8,41.4,9.21,9.07,5.1,5.05,3,11,46,47
