层数,序号,时间,中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%)
235,33623,2024-12-02 21:31:43,3.330385,2.222359,1,1,185.744,-34.218746,108.381,-12.5277,5.533131,19.35981,4.804688,3.428096,1.662326,31.032986,30.4,4.829282,5.396412,477.036682,41.398842,-4.635416,94.618,-1.308594,212,0.0113
235,33624,2024-12-02 21:31:44,3.327732,2.210071,1,1,140.944,-36.269527,108.381,-12.497293,5.533854,19.35981,4.804688,3.428819,1.688368,31.032986,30.4,4.829282,5.397135,477.036682,41.398842,-4.605034,94.622,-2.070312,212,0.0113
235,33625,2024-12-02 21:31:44,3.326957,2.224401,1,1,80.534,-32.910152,108.381,-13.196655,5.535301,19.329428,4.804688,3.428096,1.653646,31.032986,30.4,4.830006,5.396412,477.036682,41.298786,-4.635416,94.622,-2.636719,213,0.0113
235,33626,2024-12-02 21:31:45,3.324877,2.226828,1,1,30.14,-34.374996,107.923,-17.818525,5.535301,19.314236,4.804688,3.428096,1.653646,31.032986,30.4,4.830729,5.396412,477.036682,41.298786,-4.622396,94.618,-1.347656,213,0.0113
235,33627,2024-12-02 21:31:45,3.327428,2.242186,1,1,-5.084,-22.597654,107.921,-10.338394,5.533854,19.314236,4.804688,3.428096,1.631944,31.032986,30.4,4.830729,5.397135,478.37384,41.298786,-4.583334,94.622,-2.96875,213,0.0113
235,33628,2024-12-02 21:31:46,3.322335,2.218596,1,1,-5.038,-9.023437,107.921,-4.226579,5.533131,19.299046,4.804688,3.428096,1.686198,31.032986,30.4,4.829282,5.396412,480.86795,41.19873,-4.578993,133.909,-20.332029,212,0.0113
235,33629,2024-12-02 21:31:46,3.315604,2.210229,1,1,-5.007,-6.484375,107.921,-4.469835,5.533854,19.283854,4.801794,3.428096,1.681858,31.032986,30.4,4.811921,5.396412,482.84256,41.19873,-4.578993,184.704,4.980468,212,0.0113
235,33630,2024-12-02 21:31:47,3.315604,2.210229,1,1,-5.007,-6.484375,107.921,-4.469835,5.533854,19.283854,4.801794,3.428096,1.681858,31.032986,30.4,4.811921,5.396412,482.84256,41.19873,-4.578993,184.704,4.980468,212,0.0113
235,33631,2024-12-02 21:31:47,3.304015,2.189529,1,1,21.888,28.105465,107.921,-4.713091,5.532407,19.283854,4.806134,3.428096,1.655816,31.032986,30.4,4.829282,5.397135,482.84256,40.998619,-4.53125,184.601,2.851562,212,0.0113
235,33632,2024-12-02 21:31:48,3.30245,2.180342,1,1,33.418,27.343748,107.921,-5.108383,5.532407,19.299046,4.806858,3.428819,1.655816,31.018518,30.4,4.831452,5.397135,482.424225,40.998619,-4.583334,184.601,1.347656,212,0.0113
235,33633,2024-12-02 21:31:48,3.303516,2.190419,1,1,46.024,26.757811,107.921,-4.83472,5.533854,19.299046,4.806858,3.428819,1.664497,31.018518,30.4,4.831452,5.396412,482.424225,40.898571,-4.548611,184.601,1.796875,212,0.0113
235,33634,2024-12-02 21:31:49,3.303516,2.190419,1,1,46.024,26.757811,107.921,-4.83472,5.533854,19.299046,4.806858,3.428819,1.664497,31.018518,30.4,4.831452,5.396412,482.424225,40.898571,-4.548611,184.601,1.796875,212,0.0113
235,33635,2024-12-02 21:31:49,3.299139,2.17999,1,1,62.589,25.976561,107.921,-5.503675,5.532407,19.329428,4.806858,3.428819,1.612413,31.018518,30.4,4.830729,5.397135,479.321716,40.898571,-4.544271,184.601,0.800781,212,0.0113
235,33636,2024-12-02 21:31:50,3.294578,2.157553,1,1,84.412,25.781248,107.921,-4.591463,5.533854,19.35981,4.806134,3.428096,1.603733,31.018518,30.4,4.830729,5.396412,477.208832,40.898571,-4.53125,184.608,-0.449219,212,0.0113
235,33637,2024-12-02 21:31:50,3.287217,2.143026,1,1,100.62,27.812498,107.921,-4.743498,5.533854,19.375,4.806134,3.428819,1.608073,31.018518,30.4,4.830729,5.396412,477.208832,40.898571,-4.496529,184.608,-0.566406,212,0.0113
235,33638,2024-12-02 21:31:51,3.276572,2.156387,1,1,130.738,29.941402,107.921,-5.077976,5.534577,19.35981,4.806134,3.428819,1.582031,31.018518,30.4,4.830006,5.396412,477.208832,40.798515,-4.526909,184.612,-0.253906,212,0.0113
