层数,序号,时间,成形室压力(mBar),成形室温度(℃),加热板温度(℃),氩气压力(Bar),中效滤芯阻力(mBar),高效滤芯阻力(mBar),尘气室蝶阀状态(),净气室蝶阀状态(),刮刀位置(mm),刮刀扭矩(%),加工平台位置(mm),加工平台扭矩(%),压缩空气压力(Bar),环境氧含量(%),过滤器气源压力(Bar),脉冲清灰压力(Bar),气动蝶阀压力(Bar),循环气体实时流量(m3/h),风机转速(%),净气室压力(mBar),落粉轴角度(°),落粉轴扭矩(%),储粉桶物位计(mm),成形室氧含量(%),预涂料蝶阀状态(),卸灰蝶阀状态(),过滤器安全门锁()
4,1466,2024-10-16 08:23:38,17.087673,33.217594,28.799999,4.444445,4.913698,1.462471,1,1,182.716,0.019531,102.491,-13.166248,5.324798,14.99132,4.386574,3.897569,5.271267,387.444092,40.298244,10.034721,252.999,-4.785156,285,0.0099,0,1,1
4,1467,2024-10-16 08:23:39,17.167969,33.217594,28.799999,4.440827,4.911828,1.441767,1,1,182.716,0.0,102.491,-13.227062,5.324074,14.99132,4.382957,3.897569,5.271267,387.444092,40.398296,10.034721,252.999,-4.667968,285,0.0099,0,1,1
4,1468,2024-10-16 08:23:39,17.139757,33.203125,28.799999,4.441551,4.920949,1.461889,1,1,182.716,0.0,102.491,-13.227062,5.324798,14.99132,4.385128,3.897569,5.271267,387.11908,40.398296,10.034721,252.999,-4.257812,285,0.0099,0,1,1
4,1469,2024-10-16 08:23:40,17.055122,33.203125,28.799999,4.441551,4.913425,1.468157,1,1,182.716,0.0,102.491,-13.166248,5.325521,14.99132,4.385128,3.897569,5.271267,385.132111,40.398296,10.086807,252.999,-4.785156,285,0.0099,0,1,1
4,1470,2024-10-16 08:23:40,17.105034,33.203125,28.799999,4.440827,4.915594,1.479637,1,1,182.716,0.0,102.491,-13.166248,5.325521,14.99132,4.384404,3.897569,5.271267,385.132111,40.398296,10.039063,252.999,-4.023437,285,0.0099,0,1,1
4,1471,2024-10-16 08:23:41,17.063803,33.188656,28.799999,4.440827,4.919056,1.476931,1,1,182.716,0.0,102.491,-13.196655,5.326244,14.99132,4.382234,3.897569,5.271267,387.06601,40.398296,10.043404,252.999,-3.828125,285,0.0099,0,1,1
4,1472,2024-10-16 08:23:41,17.096354,33.188656,28.799999,4.442997,4.923051,1.506707,1,1,182.716,0.0,102.491,-13.287877,5.325521,14.99132,4.38368,3.897569,5.271267,399.050323,40.398296,10.065105,252.999,-4.726562,285,0.0099,0,1,1
4,1473,2024-10-16 08:23:42,17.059462,33.174191,28.799999,4.441551,4.918957,1.495301,1,1,182.716,0.0,102.491,-13.287877,5.325521,14.99132,4.385851,3.897569,5.271267,400.77951,40.298244,10.052082,252.999,-3.261719,285,0.0099,0,1,1
4,1474,2024-10-16 08:23:42,17.059462,33.174191,28.799999,4.444445,4.916301,1.469508,1,1,182.716,0.0,102.491,-13.287877,5.325521,14.99132,4.385128,3.897569,5.271267,400.77951,40.198189,10.091145,252.999,-3.867187,285,0.0099,0,1,1
4,1475,2024-10-16 08:23:43,17.074654,33.174191,28.799999,4.442274,4.909116,1.444159,1,1,182.716,0.0,102.491,-13.591947,5.326244,14.99132,4.386574,3.897569,5.271267,400.77951,40.198189,10.034721,252.999,-4.785156,285,0.0099,0,1,1
4,1476,2024-10-16 08:23:43,17.074654,33.174191,28.799999,4.444445,4.902029,1.44491,1,1,182.716,0.0,102.491,-13.227062,5.325521,14.99132,4.385128,3.897569,5.271267,400.77951,40.098137,10.091145,252.999,-3.90625,285,0.0099,0,1,1
4,1477,2024-10-16 08:23:44,17.050781,33.159721,28.799999,4.442997,4.892483,1.459728,1,1,182.716,0.0,102.491,-13.318284,5.324798,14.99132,4.382957,3.897569,5.271267,397.428375,40.098137,10.069443,252.999,-3.730468,285,0.0099,0,1,1
4,1478,2024-10-16 08:23:44,17.013889,33.159721,28.799999,4.443721,4.885579,1.451835,1,1,182.716,-0.019531,102.491,-13.105434,5.325521,14.99132,4.385128,3.897569,5.271267,418.841431,40.098137,10.099827,252.999,-4.042968,285,0.0099,0,1,1
4,1479,2024-10-16 08:23:45,16.990017,33.159721,28.799999,4.443721,4.881415,1.437687,1,1,182.716,0.019531,102.491,-13.196655,5.324798,14.99132,4.385128,3.897569,5.271267,421.539734,39.797977,10.108505,252.999,-4.550781,285,0.0099,0,1,1
4,1480,2024-10-16 08:23:45,17.000868,33.145256,28.799999,4.443721,4.866478,1.427373,1,1,182.716,0.0,102.491,-13.014214,5.324798,14.99132,4.38368,3.897569,5.271267,439.005066,39.697922,10.117188,252.999,-4.863281,285,0.0099,0,1,1
4,1481,2024-10-16 08:23:46,16.918404,33.145256,28.799999,4.443721,4.837893,1.402178,1,1,182.716,0.0,102.491,-13.196655,5.325521,14.99132,4.38368,3.897569,5.271267,430.839661,39.397755,10.217014,252.999,-3.867187,285,0.0099,0,1,1
4,1482,2024-10-16 08:23:46,16.838108,33.145256,28.799999,4.440104,4.829329,1.387889,1,1,182.716,-0.019531,102.491,-13.196655,5.325521,14.99132,4.382234,3.897569,5.271267,418.066071,39.297703,10.199654,252.999,-4.179687,285,0.0099,0,1,1
4,1483,2024-10-16 08:23:47,16.935764,33.130787,28.799999,4.441551,4.804719,1.381933,1,1,182.716,-0.019531,102.491,-13.135841,5.324798,14.99132,4.38368,3.897569,5.271267,403.790009,39.297703,10.190971,252.999,-4.707031,285,0.0099,0,1,1
4,1484,2024-10-16 08:23:47,16.914063,33.130787,28.799999,4.442997,4.791767,1.36994,1,1,182.716,0.0,102.491,-13.196655,5.325521,14.99132,4.384404,3.897569,5.271267,401.333618,39.297703,10.190971,252.999,-4.648437,285,0.0099,0,1,1
4,1485,2024-10-16 08:23:48,16.857639,33.130787,28.799999,4.442274,4.75732,1.364506,1,1,182.716,-0.019531,102.491,-13.105434,5.326244,14.99132,4.384404,3.897569,5.271267,396.862885,39.197651,10.190971,252.999,-3.90625,284,0.0099,0,1,1
